参考市场数量k,结构价格弹性系数alpha,GDP对数敏感系数gamma1,人口对数敏感系数gamma2,层级溢价强度eta,平均相对误差,中位相对误差,最大相对误差
3,0.8,0.05,0.05,0.3,0.5061603466209721,0.567863446360751,1.0566608860376872
2,0.9,0.3,0.05,0.3,0.506230697620673,0.34995263390111725,1.445827111083433
2,1.1,0.05,0.05,0.3,0.5062961955716584,0.465325685331569,0.9077121403760666
4,0.6,0.25,0.05,0.25,0.5063525102943882,0.4646090280626406,1.2412192712615517
4,0.6,0.2,0.1,0.3,0.5065631486617549,0.516407310166264,1.1431966715400388
2,0.9,0.1,0.05,0.25,0.50660918794261,0.4650024942132677,0.9355391961963034
4,0.4,0.2,0.1,0.25,0.5067489695655043,0.48809201745657915,1.2525363877133118
3,0.7,0.2,0.1,0.3,0.5068957829147148,0.5030481327488533,1.0959123761627336
2,0.6,0.1,0.1,0.25,0.5069435539629524,0.4706081490530448,1.0297440378186018
2,0.5,0.1,0.15,0.3,0.5070472661462301,0.45396340566020604,1.1158879480584871
2,0.4,0.1,0.1,0.2,0.5072225391015078,0.5168062888231791,1.0372651956051366
2,0.5,0.15,0.05,0.15,0.5072297802169381,0.5152737550344131,1.0709512216929906
2,0.7,0.15,0.05,0.2,0.5074057613496146,0.468882353587446,1.0631189108058752
2,0.6,0.3,0.05,0.2,0.5075150607569148,0.3538364914504123,1.4459591872224768
3,0.5,0.05,0.05,0.25,0.5075276733680759,0.46350484551164073,1.0698934628382648
3,1.0,0.3,0.05,0.3,0.5075480336376227,0.3863780099764509,1.150617651308915
3,1.0,0.25,0.05,0.3,0.507665954971259,0.4381961266995577,1.057455297986111
3,1.0,0.2,0.05,0.3,0.5077838763048952,0.49001424342266453,0.9642929446633064
4,0.4,0.1,0.15,0.25,0.5078256036957308,0.6036664052957391,1.0422819682098665
4,0.5,0.1,0.05,0.2,0.5078262617468223,0.5026430170107745,1.0248040362359758
2,0.8,0.1,0.1,0.3,0.5078928582327957,0.41983132141907875,1.0236776619562478
3,1.0,0.15,0.05,0.3,0.5079017976385316,0.5418323601457716,0.9284151419330435
4,0.8,0.25,0.05,0.3,0.5079025216919496,0.5105804349800839,1.1414389225437793
4,0.7,0.3,0.05,0.3,0.5079824033715991,0.4151487269286193,1.2845591770245397
3,0.4,0.25,0.1,0.25,0.5080449564577196,0.4493041840676279,1.3467700889232215
3,0.4,0.2,0.15,0.3,0.5081645436144573,0.4832912224732444,1.2330945247027656
3,0.5,0.15,0.1,0.25,0.5082126169490255,0.5305758868603502,1.0998713993355895
2,0.5,0.2,0.05,0.15,0.5084278631681117,0.476194387274079,1.1930439492263143
4,0.4,0.25,0.05,0.2,0.5087343618179239,0.5016753699339757,1.3703037694547353
2,0.9,0.15,0.05,0.25,0.5088039649361875,0.4178885940858927,1.0567733435129694
2,0.7,0.25,0.1,0.3,0.5088077273780275,0.31701723659462744,1.4103621531598018
3,0.7,0.1,0.1,0.3,0.5088136762784177,0.6026689621029706,0.9072021392828883
2,1.1,0.1,0.05,0.3,0.5088455096564566,0.4135729489768295,0.9309141409814636
3,0.5,0.25,0.05,0.2,0.5088618008862066,0.4894519511172139,1.3020857028453847
3,0.7,0.25,0.1,0.3,0.5090631633819847,0.4532377180717945,1.1902674946026566
2,0.7,0.2,0.05,0.2,0.5091503469756614,0.4259794095296138,1.1847382771313089
4,0.9,0.05,0.1,0.3,0.5093196364273125,0.6257991618321197,0.9736382299690978
3,0.6,0.05,0.1,0.3,0.5093425497516615,0.5674578883994129,0.9657726064400688
4,0.7,0.05,0.05,0.25,0.5094598976490622,0.6038925776800131,1.039018631555969
4,0.4,0.15,0.05,0.15,0.5095445736519963,0.5151557313562045,1.1918700288772959
2,0.4,0.15,0.1,0.2,0.509583337715162,0.47905869897928915,1.1618512344955065
4,0.4,0.05,0.1,0.25,0.5095879033856698,0.5170409452604227,0.9698352840835819
2,0.5,0.25,0.05,0.15,0.5096259461192855,0.437115019513745,1.3151366767596382
2,0.6,0.15,0.1,0.25,0.5097731450180838,0.42647406728517595,1.1536935630155611
3,0.4,0.1,0.1,0.25,0.5100291585606306,0.5560002577880355,1.0640689852934915
3,0.8,0.2,0.05,0.25,0.5101329711244391,0.5288406901479576,1.0443267759720396
4,0.7,0.15,0.05,0.2,0.5104740259658848,0.5925940281601716,1.0010625559684478
4,0.9,0.2,0.05,0.3,0.5105674621846775,0.6075089111874852,1.0037936186139385
4,0.4,0.15,0.1,0.2,0.5107487000909807,0.546382519750348,1.1612123779053818
2,0.7,0.25,0.05,0.2,0.5108949326017086,0.38307646547178165,1.3063576434567428
2,0.5,0.15,0.15,0.3,0.5109399675352465,0.4130088141833369,1.2424745415353067
2,0.9,0.2,0.05,0.25,0.5109987419297648,0.3707746939585176,1.1780074908296343
3,0.8,0.25,0.05,0.25,0.5110535271478702,0.4757874600941539,1.1370460079558626
2,0.8,0.15,0.1,0.3,0.5110982952451185,0.3713722746252606,1.147087112772311
4,0.4,0.3,0.1,0.3,0.5111502644597181,0.3881874960491584,1.444824338698932
3,0.7,0.3,0.1,0.3,0.5112305438492546,0.40342730339473576,1.284622613042579
2,0.5,0.3,0.1,0.3,0.5112689363868066,0.3290274051362904,1.5743342150114543
2,1.1,0.15,0.05,0.3,0.5113948237412547,0.3618202126220899,1.0518472163436796
4,0.5,0.3,0.05,0.25,0.5114384216983148,0.4350054046031552,1.3955372507818253
3,0.5,0.2,0.1,0.25,0.5115823271847526,0.5072652175432821,1.1936992661699397
4,0.5,0.25,0.1,0.3,0.5116114993620505,0.4187888130777583,1.2907634113912185
3,0.5,0.1,0.15,0.3,0.5116442985103622,0.613173135745803,0.992124482171604
3,0.8,0.15,0.05,0.25,0.5116618472530773,0.581893920201762,0.9516075439882172
3,0.5,0.3,0.05,0.2,0.5117784043286119,0.4437170380123717,1.3945129250485209
3,0.4,0.05,0.15,0.3,0.5117834120152218,0.5469794042605111,0.9457721603477459
2,0.4,0.2,0.1,0.2,0.5119441363288159,0.43639338644134357,1.2864372733858753
3,0.8,0.3,0.05,0.25,0.5119740831713012,0.4227342300403499,1.2297652399396852
4,0.6,0.1,0.05,0.2,0.5120183610124011,0.5695173444434722,0.9958842677371845
3,0.4,0.25,0.15,0.3,0.5120749206867724,0.46220949780956955,1.3288686461544381
4,0.4,0.2,0.05,0.15,0.5121378653773141,0.5576781514430096,1.2831730875647276
3,0.4,0.3,0.1,0.25,0.5122834215984466,0.4137388261608253,1.4410037901331312
2,0.8,0.3,0.05,0.25,0.5123468084046008,0.33589016672815397,1.4368744688091122
3,0.5,0.15,0.15,0.3,0.5124371839969407,0.5817759757328278,1.0874023163565911
4,0.6,0.1,0.15,0.3,0.5124442838426745,0.6780041011838884,0.9475099121067392
4,0.6,0.2,0.05,0.2,0.5124812338233798,0.5248537243105325,1.1483044379188732
2,0.6,0.2,0.1,0.25,0.5126027360732149,0.382339985517307,1.2776430882125203
4,0.7,0.1,0.1,0.25,0.5127311874216216,0.6246739287703423,0.9129158642747207
2,0.5,0.3,0.05,0.15,0.5129709514908994,0.3980356517534108,1.4372294042929625
4,0.5,0.15,0.05,0.15,0.5129750398112681,0.5431636529480094,1.122553939842455
2,0.9,0.25,0.05,0.25,0.5131935189233423,0.32366079383114255,1.2992416381463001
4,0.7,0.05,0.15,0.3,0.5133191628278877,0.6563013794785381,0.8820380383336077
4,0.6,0.15,0.1,0.25,0.5133290264922908,0.6186730956727051,1.047088410584652
3,0.5,0.15,0.05,0.2,0.5134791483481989,0.5448297413332956,1.1172312584391118
4,0.5,0.05,0.1,0.25,0.5137041415097585,0.577197225494487,0.9461313528652803
2,1.1,0.2,0.05,0.3,0.5139441378260531,0.3100674762673503,1.172780291705896
3,0.4,0.3,0.15,0.3,0.5141333165482065,0.41999295787192226,1.4246427676061117
3,0.7,0.1,0.05,0.25,0.5142108469938182,0.5579856902801846,1.0093521027535737
3,0.6,0.2,0.05,0.2,0.5142563843424682,0.517967382825183,1.1483044379188732
2,0.8,0.2,0.1,0.3,0.5143037322574411,0.32291322783144266,1.2704965635883738
2,0.4,0.25,0.1,0.2,0.5143049349424698,0.396186935250426,1.4110233122762448
4,0.5,0.15,0.15,0.3,0.514656204742098,0.5909993411866016,1.0874023163565911
2,0.5,0.2,0.15,0.3,0.5148326689242627,0.37205422270646693,1.3690611350121258
4,0.8,0.2,0.05,0.25,0.5148933688645151,0.6151518316448502,1.0443267759720396
3,0.5,0.25,0.1,0.25,0.5149520374204798,0.48395454822621414,1.2875271330042901
3,0.8,0.15,0.1,0.3,0.5153525631419924,0.5714281638590845,0.9592521274596877
4,0.8,0.05,0.05,0.25,0.5154168988419595,0.5995098163997507,1.0552259292619568
2,0.6,0.25,0.1,0.25,0.5154323271283461,0.3382059037494384,1.401592613409479
2,0.4,0.05,0.15,0.25,0.5157247046385413,0.50885000530625,0.9819694980040247
2,0.6,0.05,0.15,0.3,0.5157404650902797,0.5012114514487244,0.9764342784504635
4,1.0,0.15,0.05,0.3,0.5159360669785357,0.6479119989516532,0.9323595623047503
3,0.5,0.2,0.15,0.3,0.5162293214033871,0.5332363033803272,1.1826801505415778
3,0.6,0.25,0.05,0.2,0.516315356576406,0.4921924020160394,1.2404254732307578
3,1.0,0.1,0.05,0.3,0.5163948120962725,0.5936504768688782,1.0064539922288536
4,0.4,0.1,0.1,0.2,0.5164864873238864,0.559697313312112,1.0684677897641142
2,1.1,0.25,0.05,0.3,0.5164934519108513,0.34009661623160936,1.2937133670681125
4,0.7,0.25,0.05,0.25,0.5165175212206692,0.5013544413523209,1.1865063131221434
3,0.6,0.05,0.05,0.25,0.5165362588218914,0.5174890004604519,1.0819265230596233
4,1.1,0.05,0.05,0.3,0.5166866712058523,0.6056125569350148,1.067193668977655
3,0.8,0.2,0.1,0.3,0.5167409542658308,0.5209623703671006,1.0531833282543759
4,0.5,0.2,0.1,0.25,0.5168986393436211,0.5072652175432821,1.1936992661699397
2,0.5,0.05,0.1,0.2,0.5170101013719116,0.5478219895525372,0.8988115332177186
2,0.7,0.05,0.1,0.25,0.5170402202651975,0.5046056772019043,0.8931560380080102
2,0.8,0.05,0.05,0.2,0.5170633645272091,0.5185584224046486,0.8075479782590297
3,0.9,0.05,0.05,0.3,0.517093952751756,0.5671079932295259,1.0702840652203243
4,0.9,0.15,0.05,0.25,0.5171602065112194,0.6319202054899146,0.9453278635591164
2,0.6,0.05,0.05,0.15,0.517186212093001,0.5828603887171316,0.8132467560271306
4,0.7,0.1,0.05,0.2,0.5173692099864655,0.5886539244165424,1.0120204098460934
2,1.0,0.3,0.05,0.3,0.5173970032972668,0.36368806775980467,1.429538692347315
3,1.1,0.3,0.05,0.3,0.5173980599644338,0.40342334582886136,1.1142681624314077
4,0.5,0.25,0.05,0.2,0.5175412035212196,0.4962831323104224,1.3020857028453847
4,0.8,0.15,0.1,0.3,0.5176882004675593,0.6753835463499192,0.9592521274596877
3,0.6,0.15,0.1,0.25,0.5177428249903893,0.613357115161055,1.047088410584652
3,0.4,0.1,0.05,0.2,0.5178370423672706,0.47230466666036824,1.092070005030931
2,0.4,0.3,0.1,0.25,0.5179106243337339,0.33883643685537407,1.5653680349807326
4,0.7,0.2,0.1,0.3,0.5179669965909122,0.6038327697431067,1.0959123761627336
3,0.8,0.25,0.1,0.3,0.5181293453896693,0.4704965768751167,1.1471145290490639
2,0.7,0.3,0.05,0.2,0.5181510951475318,0.3401735214139495,1.4279770097821767
2,0.6,0.1,0.05,0.15,0.5181925239070433,0.5350319566883418,0.934424297478608
3,1.1,0.25,0.05,0.3,0.5182486934746406,0.45593904948045516,1.0214498071292772
3,0.5,0.3,0.1,0.25,0.5183217476562069,0.44154821386252496,1.3813549998386407
3,0.6,0.3,0.05,0.2,0.5183743288103435,0.4606763950557595,1.3325465085426416
2,1.0,0.05,0.05,0.25,0.518392431530986,0.5018842715490753,0.8967147830131059
2,0.9,0.05,0.1,0.3,0.518427589307524,0.45710779162802073,0.8887991194786022
4,0.5,0.05,0.2,0.3,0.5185313993034453,0.70123251873005,0.884041221321964
2,0.8,0.1,0.05,0.2,0.5186090688245261,0.5015646896145862,0.9283320256580472
3,0.5,0.1,0.1,0.25,0.5186160319118318,0.5538865561774188,1.0060435325012387
4,0.5,0.3,0.1,0.3,0.518864218997916,0.4050501533620237,1.3860412455762054
4,0.6,0.05,0.1,0.25,0.5189692294568238,0.5845562738540754,0.961348984447196
2,0.4,0.1,0.15,0.25,0.5189978218268888,0.5161895230376676,1.1081323916783987
3,1.1,0.2,0.05,0.3,0.5190993269848475,0.5084547531320489,0.9286314518271462
2,0.5,0.1,0.1,0.2,0.5191614058346039,0.5087457804964073,1.0223279732485058
2,0.6,0.15,0.05,0.15,0.5191988357210854,0.5051527634116924,1.0556018389300854
4,0.6,0.15,0.05,0.15,0.5193033099191668,0.5804955479320634,1.0600014104298365
3,0.5,0.25,0.15,0.3,0.519365381864059,0.48469663102782656,1.2779579847265652
2,0.6,0.1,0.15,0.3,0.519399225547616,0.460045138501641,1.1018772755860151
3,0.8,0.3,0.1,0.3,0.5195177365135076,0.4200307833831325,1.241045729843753
3,0.8,0.1,0.1,0.3,0.5195191381675704,0.6218939573510687,0.9126494080356614
2,0.7,0.1,0.1,0.25,0.5196549774865776,0.4680944097663082,1.0161238320296115
4,0.6,0.3,0.05,0.25,0.5196665510253449,0.4287256023083324,1.3346582816116586
3,0.7,0.05,0.1,0.3,0.5197280162157968,0.5886725089316193,0.9784778568823607
4,0.4,0.2,0.15,0.3,0.519865767873062,0.4832912224732444,1.2330945247027656
3,1.1,0.15,0.05,0.3,0.5199499604950546,0.560970456783643,0.9443586222629559
4,0.4,0.1,0.2,0.3,0.5200546461187323,0.6531309746268901,1.0213647107065995
2,0.8,0.25,0.1,0.3,0.5200787816901449,0.33158388224556407,1.3939060144044375
2,0.8,0.15,0.05,0.2,0.5201547731218429,0.4577171308331842,1.049116073057064
4,0.9,0.1,0.1,0.3,0.5201692885076614,0.6577182412619377,0.9146599281346046
2,0.6,0.2,0.05,0.15,0.5202051475351277,0.46521859481746614,1.1767793803815632
3,0.6,0.2,0.1,0.25,0.5202723706034869,0.5616677183079267,1.1405274209347596
2,1.0,0.1,0.05,0.25,0.5203804207766775,0.4537262599921706,0.9235766846423225
3,0.9,0.2,0.05,0.25,0.5204639244036907,0.5474272448965073,0.9999733055864847
3,0.4,0.05,0.1,0.25,0.5204774108527042,0.5170409452604227,0.9884735361954531
3,0.9,0.25,0.05,0.25,0.5206091482625932,0.4936705797082882,1.092364269731907
2,0.6,0.3,0.1,0.3,0.520639823494888,0.3433848566213704,1.5537272065382908
3,0.9,0.3,0.05,0.25,0.5207543721214959,0.4399139145200696,1.1847552338773297
3,0.5,0.3,0.15,0.3,0.5208468607756953,0.43615695867532545,1.373235818911552
4,0.5,0.1,0.15,0.25,0.5209346117524091,0.663682566390832,0.9918612815580542
4,0.4,0.05,0.15,0.25,0.5209770490300728,0.6030528537335533,0.9480482669999565
4,0.5,0.1,0.1,0.2,0.5210508787317815,0.5833424527652393,1.0090534078759377
4,0.6,0.25,0.1,0.3,0.5210846683764474,0.4930851430809916,1.2380010325467423
4,0.8,0.3,0.05,0.3,0.5210945908573712,0.4847809226633622,1.2353701233384677
2,1.2,0.05,0.05,0.3,0.5211451820345862,0.4540359795172371,1.017162749242224
2,0.6,0.25,0.05,0.15,0.52121145934917,0.4252844262232398,1.2979569218330411
2,0.5,0.15,0.1,0.2,0.5213127102972962,0.48519632562326775,1.145844413279294
2,0.9,0.1,0.1,0.3,0.5214119628838072,0.4083794282282234,1.0113103906914411
3,0.5,0.05,0.15,0.3,0.5214470465259771,0.6227274042416934,0.8968466479866175
2,0.4,0.25,0.15,0.3,0.5214913755500391,0.3470494215165685,1.514626336958691
3,0.6,0.1,0.15,0.3,0.5216241062571068,0.6493339120064578,0.9475099121067392
2,0.8,0.2,0.05,0.2,0.5217004774191596,0.41386957205178215,1.169900120456081
3,0.4,0.2,0.05,0.15,0.5217682838554775,0.5542424129144826,1.2831730875647276
3,0.6,0.15,0.05,0.2,0.5218107871939731,0.5511848180677039,1.0561834026069892
3,0.9,0.15,0.05,0.25,0.522155423713953,0.6011839100847262,0.953022145560139
3,0.6,0.15,0.15,0.3,0.5222423304377414,0.6001654367850682,1.042314273113442
2,0.7,0.15,0.1,0.25,0.5222697347079578,0.4245928542274708,1.1390916260512127
2,0.4,0.15,0.15,0.25,0.5222709390152366,0.47933787008143597,1.2342952853527733
2,1.0,0.15,0.05,0.25,0.5223684100223687,0.4055682484352659,1.0440514888749641
4,0.9,0.05,0.05,0.25,0.5224777188159382,0.5949911661212516,1.0719650670682073
4,0.5,0.15,0.1,0.2,0.5226255925256572,0.6090501906663862,1.1014806300790738
4,0.5,0.2,0.05,0.15,0.5226454797728619,0.5529276385758344,1.2136263377926582
3,0.6,0.25,0.1,0.25,0.5228019162165845,0.5099783214547994,1.2339664312848664
2,0.6,0.15,0.15,0.3,0.5230579860049525,0.41887882555455774,1.227320272721568
2,0.8,0.25,0.05,0.2,0.5232461817164764,0.37002201327038003,1.290684167855098
2,0.5,0.2,0.1,0.2,0.5234640147599885,0.43993450216136304,1.269360853310082
3,0.7,0.2,0.05,0.2,0.523464869073186,0.5880924365468931,1.0928908502320358
2,1.2,0.1,0.05,0.3,0.5234788685023839,0.4011288866712934,0.9855956438898991
4,0.4,0.25,0.1,0.25,0.5235531779880804,0.4530589807105396,1.3467700889232215
2,0.9,0.3,0.05,0.25,0.5235787308431336,0.3499526339011171,1.4204757854629657
2,0.6,0.3,0.05,0.15,0.5236745217758467,0.3853502576290133,1.4191344632845182
4,0.8,0.1,0.05,0.2,0.5238752014602653,0.5840479960570959,1.0286925425370121
4,1.1,0.1,0.05,0.3,0.5239492242716915,0.6345477351292742,1.0091472512818098
3,0.4,0.25,0.05,0.15,0.5239990505046168,0.5220615462945666,1.37447614625216
4,1.0,0.1,0.05,0.25,0.5241346815998837,0.6181654940257912,1.026381698774585
4,0.9,0.25,0.05,0.3,0.5241471916135619,0.5709204298325039,1.0973270407176432
4,0.4,0.3,0.05,0.2,0.5242347981909422,0.46835091455152794,1.4630483575960034
4,0.8,0.15,0.05,0.2,0.5242573373039774,0.6133860835999966,0.9603860520858418
4,0.7,0.2,0.05,0.2,0.5243136672401043,0.605440072257503,1.0928908502320358
2,1.0,0.2,0.05,0.25,0.5243563992680599,0.3574102368783613,1.1645262931076052
3,0.8,0.1,0.05,0.25,0.5243587192025846,0.578831608676859,1.0229646577554845
2,0.9,0.15,0.1,0.3,0.5243963364600904,0.3665663247468008,1.1338216619042796
3,0.4,0.1,0.2,0.3,0.5245136278993391,0.6531309746268901,1.0213647107065995
4,0.4,0.15,0.15,0.25,0.5246298121183068,0.5815037974950599,1.136515669419776
3,0.7,0.25,0.05,0.2,0.5246916407918825,0.5330434148285194,1.1847191444956242
2,0.7,0.2,0.1,0.25,0.5248844919293378,0.3810912986886331,1.262059420072814
3,0.6,0.2,0.15,0.3,0.525209870030472,0.5509969615636782,1.1371186341201456
3,0.6,0.3,0.1,0.25,0.525331461829682,0.4582889246016709,1.3274054416349736
4,0.7,0.05,0.1,0.25,0.5253808377380423,0.5882906538792225,0.9770790053328514
4,1.0,0.05,0.1,0.3,0.5255178851578456,0.6420442201628166,0.9909371657922766
2,0.4,0.2,0.15,0.25,0.5255440562035842,0.4365040639475002,1.3604581790271473
2,0.5,0.25,0.1,0.2,0.5256153192226808,0.3946726786994581,1.3928772933408695
2,0.4,0.05,0.2,0.3,0.5257864042299024,0.5012474452730636,1.049138408180729
2,1.2,0.15,0.05,0.3,0.5258125549701814,0.3482217938253497,1.040344309295015
3,0.5,0.1,0.05,0.2,0.5258419168907013,0.5026430170107745,1.0313698545000118
3,0.7,0.3,0.05,0.2,0.5259184125105789,0.4779943931101457,1.2765474387592126
3,0.4,0.2,0.1,0.2,0.5259461947592013,0.5099927508695482,1.2539569660466499
3,0.4,0.15,0.15,0.25,0.5260698427651084,0.5815037974950599,1.136515669419776
2,1.0,0.25,0.05,0.25,0.5263443885137513,0.325865271850745,1.2850010973402466
3,0.7,0.05,0.05,0.25,0.5263780416211072,0.5954502646520465,1.0944977464936965
4,0.7,0.15,0.1,0.25,0.5264268031038468,0.6610572036614619,0.9994353043251979
4,0.5,0.05,0.15,0.25,0.5265610236597723,0.6225481842589758,0.8980334147237042
4,0.7,0.1,0.15,0.3,0.5266757284316319,0.6918978579753033,0.9072655753009274
2,0.6,0.2,0.15,0.3,0.5267167464622886,0.3777125126074741,1.3527632698571201
3,0.9,0.15,0.1,0.3,0.5268166129220173,0.5903905258301964,0.9210696824029275
4,0.6,0.1,0.1,0.2,0.5268269368025682,0.6048950812795482,0.955459677640727
4,0.6,0.15,0.15,0.3,0.5269658035573667,0.6826231000794586,1.042314273113442
3,0.4,0.3,0.05,0.15,0.5273377494504037,0.48988067967465043,1.4657792049395917
4,0.6,0.25,0.05,0.2,0.527352070397421,0.4921924020160394,1.2404254732307578
2,0.5,0.3,0.1,0.25,0.5273552718972943,0.33574850320008187,1.5446398690200165
2,0.9,0.2,0.1,0.3,0.5273807100363737,0.3247532212653784,1.2563329331171176
3,0.9,0.2,0.1,0.3,0.527444167855776,0.5392556041401295,1.0146031045066328
2,0.7,0.25,0.1,0.25,0.5274992491507181,0.33758974314979595,1.3850272140944155
4,0.6,0.3,0.1,0.3,0.5275762793171769,0.46976297599571903,1.3328053935534456
3,0.6,0.25,0.15,0.3,0.5275912628508443,0.5018284863422883,1.2319229951268482
4,0.8,0.25,0.05,0.25,0.5276191807398207,0.5880295500456839,1.1370460079558626
3,0.4,0.15,0.1,0.2,0.5276466721310389,0.5438235658033981,1.1612123779053818
4,0.8,0.1,0.1,0.25,0.5277382204651228,0.6423586621806399,0.9295848871701686
4,0.4,0.2,0.1,0.2,0.5277920187037533,0.5130580643679002,1.2539569660466499
4,0.6,0.2,0.1,0.25,0.5280252055031918,0.594155175511106,1.1405274209347596
3,0.9,0.25,0.1,0.3,0.5280717227895345,0.4881206824500623,1.1081365266103378
3,0.6,0.1,0.1,0.25,0.528110748631042,0.6053333720582385,0.9536494002345445
2,1.2,0.2,0.05,0.3,0.5281462414379788,0.31778523469146036,1.160590335374333
3,0.7,0.15,0.1,0.25,0.528152546399383,0.6324753076693189,0.9994353043251979
2,0.5,0.05,0.15,0.25,0.5282380041393057,0.49860324207250345,0.9690132998172399
3,1.1,0.1,0.05,0.3,0.5284820962541322,0.6134861604352367,1.0218313686760805
3,0.4,0.15,0.2,0.3,0.5284857222669932,0.6281101292760158,1.1171388321582731
3,0.6,0.3,0.15,0.3,0.52849443327548,0.4526600111208983,1.3267273561335515
4,1.0,0.2,0.05,0.3,0.5286922256300669,0.6409995171408259,0.9642929446633064
3,0.9,0.3,0.1,0.3,0.5286992777232931,0.4369857607599951,1.2016699487140428
3,1.0,0.05,0.05,0.3,0.5288396097414968,0.5872124002027351,1.0844928425246632
4,0.7,0.3,0.05,0.25,0.5288718607125966,0.4755670467007531,1.2795752842526344
3,0.5,0.2,0.05,0.15,0.5289890673182429,0.5470909489471334,1.2136263377926582
2,0.7,0.05,0.15,0.3,0.5290474666173535,0.5075601558120998,0.9646854071438377
4,0.8,0.05,0.15,0.3,0.5292258434288009,0.6710036128843595,0.9336336316629394
2,1.1,0.3,0.05,0.3,0.5292617673314637,0.3771047849591977,1.4146464424303284
4,0.4,0.05,0.05,0.2,0.5293312166399541,0.42720295323532276,1.0349950884837535
4,0.4,0.25,0.05,0.15,0.5294259433190099,0.5259789489277643,1.37447614625216
2,0.8,0.3,0.05,0.2,0.5294468287426525,0.33589016672815397,1.4114682152541145
3,0.4,0.05,0.05,0.2,0.5295950585307235,0.42720295323532276,1.1116611418514726
3,0.5,0.05,0.1,0.25,0.5296623986831409,0.577197225494487,1.000159279016219
3,1.2,0.25,0.05,0.3,0.5296656484956804,0.47406080798826933,0.9889720587569518
3,0.4,0.25,0.1,0.2,0.5297496797066018,0.47616193593569855,1.3467015541879184
2,0.6,0.05,0.1,0.2,0.5298493372790913,0.5384085314892775,0.8860872189365928
3,0.7,0.2,0.1,0.25,0.5298668356713095,0.5801110584208227,1.0925042754556884
2,0.4,0.1,0.2,0.3,0.52991904138115,0.5168165440492652,1.1769590037127102
4,0.5,0.2,0.15,0.3,0.5301834649843171,0.5688255466274,1.1826801505415778
2,0.7,0.05,0.05,0.15,0.5302317283518091,0.5764063524318488,0.8008321981618512
4,0.8,0.2,0.1,0.3,0.5302950020624863,0.6554535231831181,1.0531833282543759
3,0.4,0.2,0.15,0.25,0.5303083079058354,0.5593411896943806,1.2307493706296857
3,1.0,0.3,0.05,0.25,0.5304130085245424,0.45745913053955445,1.144117513433048
2,0.4,0.05,0.1,0.15,0.5304292111334885,0.578617483622461,0.8918715743799162
3,1.2,0.3,0.05,0.3,0.5304313122516254,0.42083279265833473,1.081473666738226
4,0.4,0.25,0.15,0.3,0.5304461173023951,0.46220949780956955,1.3288686461544381
2,1.2,0.25,0.05,0.3,0.5304799279057764,0.35399805480359475,1.2808363614536509
3,0.4,0.2,0.2,0.3,0.5305441181284274,0.5677245584118826,1.212912953609946
